the_geom,OBJECTID,Borough,Block,Lot,DESIG_ADDRESS,BBL,LM_NAME,LP_NUMBER,SITE_DESC,SITE_STATUS,LM_NAME2,DESIG_DATE,LM_TYPE,REPORT_URL,CD,Council,Latitude,Longitude,BCT2020,NTA2020,Shape_Leng,Shape_Area,neighborhood,wiki_title,wiki_url,confidence,pageviews,score,category
"POLYGON ((991367.3499265909 226308.27512341738, 991359.5871468335 226294.28433775902, 991353.0297452509 226297.92475041747, 991348.0353326797 226288.91656634212, 991267.8051781803 226333.45551925898, 991228.0568980873 226261.73322175443, 991340.1856108457 226199.48629900813, 991392.7051908374 226294.19936417043, 991367.3499265909 226308.27512341738))",490,MN,1217,1,165 West 86th Street,1012170001,West Park Presbyterian Church,LP-02338,"Borough of Manhattan Tax Map Block 1217, Lot 1",Designated,,1/12/2010,Individual Landmark,,107.0,6.0,40.7877267,-73.9745085,1017300.0,MN0702,473.11230387364,11357.16960692729,Upper West Side (Central),West-Park Presbyterian Church,https://en.wikipedia.org/wiki/West-Park_Presbyterian_Church,medium,4872.0,82.75862068965517,Park
"POLYGON ((984002.9496291727 200939.4390501678, 984048.6939602643 201004.39889401197, 983972.4208188355 201076.4167945832, 983909.4514565915 201010.74468183517, 983917.2949448377 201004.76273842156, 983956.1843027622 200975.1043331772, 984002.9496291727 200939.4390501678))",489,MN,196,21,254-260 Canal Street,1001960021,254-260 Canal Street,LP-01458,"Borough of Manhattan, Tax Map Block 196 Lot 21.",Designated,,3/12/1985,Individual Landmark,,101.0,1.0,40.7183945,-74.0009704,1003100.0,MN0102,392.91995840811,9439.69783319402,Tribeca-Civic Center,254–260 Canal Street,https://en.wikipedia.org/wiki/254%E2%80%93260_Canal_Street,high,2066.0,95.0,Police Station
"POLYGON ((986404.7663478404 204938.80178633332, 986285.5831872523 205016.0221043378, 986276.2062375098 205001.53000733256, 986271.5871522576 204994.39157016575, 986390.8411788344 204917.12532050908, 986404.7663478404 204938.80178633332))",488,MN,545,39,430 Lafayette Street,1005450039,430 Lafayette Street Building,LP-00011,"Borough of Manhattan Tax Map Block 545, Lot 39.",Designated,"a part of La Grange Terrace, also known as Colonnade Row",10/14/1965,Individual Landmark,,102.0,2.0,40.7292607,-73.9924664,1005700.0,MN0202,335.63745699567,3659.86082617844,Greenwich Village,List of tallest buildings in Michigan,https://en.wikipedia.org/wiki/List_of_tallest_buildings_in_Michigan,low,13741.0,42.42424242424242,Residential Building
"POLYGON ((985685.0683121681 200612.03780208528, 985582.9064429998 200652.6223665923, 985573.6154510975 200629.65882983804, 985674.8009442538 200589.4617317617, 985676.101794675 200588.9450004995, 985685.0683121681 200612.03780208528))",487,MN,304,2,97 Bowery,1003040002,97 Bowery Building,LP-02353,"Borough of Manhattan Tax Block 304, Lot 2.",Designated,,9/14/2010,Individual Landmark,,103.0,1.0,40.7173321,-73.9950254,1001600.0,MN0301,269.74955012519,2727.41573127825,Chinatown-Two Bridges,97 Bowery,https://en.wikipedia.org/wiki/97_Bowery,medium,378.0,66.66666666666667,Commercial Building
"POLYGON ((986425.1511495858 206537.70738117397, 986338.7087371796 206585.31981875002, 986315.1894272566 206546.53577558696, 986312.3009815961 206529.6900087595, 986302.7074968368 206478.64647567272, 986347.442315504 206454.26069767773, 986371.2890525907 206441.26105175912, 986425.1511495858 206537.70738117397))",486,MN,563,20,34 1/2 East 12th Street,1005630020,Police Athletic League Building,LP-02020,"Borough of Manhattan Tax Map Block 563, Lot 20.",Designated,originally Grammar School 47,9/15/1998,Individual Landmark,,102.0,2.0,40.7335096,-73.9923938,1006100.0,MN0202,401.65135695443,10330.86281274342,Greenwich Village,Wigan Athletic F.C.,https://en.wikipedia.org/wiki/Wigan_Athletic_F.C.,low,446169.0,48.0,Police Station
"POLYGON ((995772.9464303404 223344.49824258685, 995626.3095845133 223425.51710942388, 995572.1656639278 223327.75877475739, 995594.9070882499 223315.0642463416, 995548.0371032506 223230.43941558897, 995657.0657565892 223169.56486542523, 995708.7398658395 223262.9199936688, 995723.2624745965 223254.81338259578, 995772.9464303404 223344.49824258685))",485,MN,1496,26,55 East 84th Street,1014960026,Regis High School,LP-00433,"Borough of Manhattan Tax Map Block 1496, Lot 26.",Designated,,11/19/1969,Individual Landmark,,108.0,4.0,40.779573,-73.9588229,1015001.0,MN0802,752.79697059946,30695.88000070415,Upper East Side-Carnegie Hill,Regis High School (New York City),https://en.wikipedia.org/wiki/Regis_High_School_(New_York_City),medium,57945.0,68.0,School
"POLYGON ((994239.5111770034 216178.42432017624, 994217.2897647619 216190.72678901255, 994167.7705068439 216100.72729708254, 994189.9922471792 216088.4241720885, 994239.5111770034 216178.42432017624))",484,MN,1351,6,313 East 58th Street,1013510006,313 East 58th Street House,LP-00584,"Borough of Manhattan Tax Map Block 1351, Lot 6.",Designated,,7/14/1970,Individual Landmark,,106.0,5.0,40.7599225,-73.9640727,1010802.0,MN0604,256.24680282172,2609.16122158405,East Midtown-Turtle Bay,311 and 313 East 58th Street,https://en.wikipedia.org/wiki/311_and_313_East_58th_Street,medium,,74.07407407407408,Residential Building
"POLYGON ((986414.8171807528 203729.97808851302, 986327.0749021769 203787.2775145918, 986312.3665982634 203764.39632675052, 986407.103285417 203702.52932450175, 986414.8171807528 203729.97808851302))",483,MN,530,7507,330 Bowery,1005307507,Bond Street Savings Bank,LP-00192,"Borough of Manhattan Tax Map Block 530, Lot 41.",Designated,now the Bouwerie Lane Theatre,1/11/1967,Individual Landmark,,102.0,2.0,40.7259094,-73.9923694,1005502.0,MN0202,273.65600793886,2964.03273976339,Greenwich Village,Bond Street (Manhattan),https://en.wikipedia.org/wiki/Bond_Street_(Manhattan),low,4820.0,59.57446808510638,Residential Building
"POLYGON ((984704.1936335117 201327.76373283565, 984737.1876620054 201431.11227941513, 984670.6428475976 201469.9255219996, 984627.9864368439 201400.7681800127, 984657.5966138393 201382.17963451147, 984646.5749823451 201359.98414084315, 984704.1936335117 201327.76373283565))",482,MN,235,13,165-171 Grand Street,1002350013,Odd Fellows Hall,LP-01293,"Borough of Manhattan Tax Map Block 235, Lot 13.",Designated,,8/24/1982,Individual Landmark,,102.0,1.0,40.7194759,-73.9984307,1004100.0,MN0201,392.5372746702,8715.60607093944,SoHo-Little Italy-Hudson Square,Odd Fellows Hall (New York City),https://en.wikipedia.org/wiki/Odd_Fellows_Hall_(New_York_City),medium,1557.0,66.66666666666667,Museum
"POLYGON ((999135.2917397618 234751.9439315945, 999067.5969932526 234789.36905358732, 999018.2384961694 234700.17074117064, 999108.4043263346 234650.32274375856, 999158.0407100022 234739.367185086, 999135.2917397618 234751.9439315945))",481,MN,1913,1,151 West 128th Street,1019130001,Metropolitan Baptist Church,LP-01134,"Borough of Manhattan Tax Map Block 1913, Lot 1.",Designated,originally the New York Presbyterian Church,2/3/1981,Individual Landmark,,110.0,9.0,40.8109127,-73.9463983,1022400.0,MN1002,410.26158657858,10519.24048108057,Harlem (North),Metropolitan Baptist Church (New York City),https://en.wikipedia.org/wiki/Metropolitan_Baptist_Church_(New_York_City),medium,1212.0,77.14285714285715,Religious Site
"POLYGON ((999272.7107562572 241187.93729317188, 999365.774546504 241136.46659559011, 999465.6076801717 241314.89570067823, 999372.5442180037 241366.36607016623, 999321.953768 241275.94827200472, 999272.7107562572 241187.93729317188))",480,MN,2082,28,1828 Amsterdam Avenue,1020820028,Joseph Loth & Company Silk Ribbon Mill,LP-01860,"Borough of Manhattan Tax Map Block 2082, Lot 28.",Designated,,9/21/1993,Individual Landmark,,109.0,7.0,40.8288408,-73.9453685,1023700.0,MN0903,621.61592681173,21743.75253507654,Hamilton Heights-Sugar Hill,List of New York City Designated Landmarks in Manhattan above 110th Street,https://en.wikipedia.org/wiki/List_of_New_York_City_Designated_Landmarks_in_Manhattan_above_110th_Street,low,2253.0,28.57142857142857,Commercial Building
"POLYGON ((995022.3688632548 222130.60532917082, 995020.5312685072 222131.6197628379, 994966.4943030924 222034.58025875688, 995001.5372120142 222015.23876200616, 995055.574505508 222112.27859416604, 995054.4048884213 222112.92393408716, 995038.1257215142 222121.9088242501, 995022.3688632548 222130.60532917082))",479,MN,1491,29,67-69 East 79th Street,1014910029,George and Sarah Rives House,LP-01074,"Borough of Manhattan Tax Map Block 1491, Lot 29.",Designated,"also known as the 67-69 East 79th Street House, now the Greek Consulate General",5/19/1981,Individual Landmark,,108.0,4.0,40.7762088,-73.9611466,1014200.0,MN0802,302.19405895704,4445.71208979864,Upper East Side-Carnegie Hill,George L. Rives,https://en.wikipedia.org/wiki/George_L._Rives,low,1356.0,60.46511627906976,Residential Building
"POLYGON ((994938.4031519294 217950.3679547608, 994401.4960892498 218248.01270067692, 994320.4801751673 218104.26725324988, 994857.3878940046 217806.62185117602, 994938.4031519294 217950.3679547608))",478,MN,1420,7501,200 East 66th Street,1014207501,Manhattan House,LP-02246,"Borough of Manhattan, Tax Map Block 1420, Lot 1.",Designated,,10/30/2007,Individual Landmark,,108.0,5.0,40.765104,-73.962532,1011800.0,MN0801,1557.79028365296,101292.05935022255,Upper East Side-Lenox Hill-Roosevelt Island,Manhattan House,https://en.wikipedia.org/wiki/Manhattan_House,high,10279.0,100.0,Residential Building
"POLYGON ((984542.9679060876 199721.81550116837, 984454.276810512 199744.36499676108, 984457.0064638406 199723.57894909382, 984458.8171557635 199701.59867808223, 984463.9122899175 199639.7516889274, 984465.6029033363 199619.22613942623, 984467.8574919999 199591.86169284582, 984558.5541610122 199598.21666701138, 984542.9679060876 199721.81550116837))",477,MN,164,37,25 Mott Street,1001640037,Zion English Lutheran Church,LP-00085,"Borough of Manhattan Tax Map Block 164, Lot 37.",Designated,now the Church of the Transfiguration,2/1/1966,Individual Landmark,,103.0,1.0,40.7147055,-73.9990838,1002902.0,MN0301,460.13749767199,12197.26199034548,Chinatown-Two Bridges,"Zion Lutheran Church, Byaduk","https://en.wikipedia.org/wiki/Zion_Lutheran_Church,_Byaduk",low,,71.42857142857143,Religious Site
"POLYGON ((986972.9814187586 200390.10451892018, 987003.0099020004 200466.7316622585, 986985.1651214212 200473.85139867663, 986955.1057983339 200397.14289067686, 986972.9814187586 200390.10451892018))",476,MN,309,19,339 Grand Street,1003090019,339 Grand Street House,LP-02413,"Borough of Manhattan Tax Map Block 309, Lot 19",Designated,,10/29/2013,Individual Landmark,,103.0,1.0,40.7168131,-73.9901555,1001600.0,MN0301,203.11273287681,1581.98515399854,Chinatown-Two Bridges,339 Grand Street,https://en.wikipedia.org/wiki/339_Grand_Street,medium,326.0,84.21052631578947,Residential Building
"POLYGON ((993665.3600943387 219471.75566001236, 993667.2961140871 219475.25598108768, 993645.872272417 219487.1575320959, 993594.9320855886 219395.0576506704, 993616.3516621739 219383.15938051045, 993643.3640753478 219431.98933534324, 993656.4631305039 219455.67006225884, 993665.3600943387 219471.75566001236))",475,MN,1383,32,49 East 68th Street,1013830032,J. William and Margaretta C. Clark House,LP-00703,"Borough of Manhattan Tax Map Block 1383, Lot 32.",Designated,"later Automation House, now Richard L. Feigen & Co.",11/10/1970,Individual Landmark,,108.0,4.0,40.7689697,-73.9661328,1012200.0,MN0802,259.50671269879,2579.19099586928,Upper East Side-Carnegie Hill,William Sloane House,https://en.wikipedia.org/wiki/William_Sloane_House,medium,681.0,53.333333333333336,Residential Building
"POLYGON ((983469.6655907631 211936.61653083563, 983459.2673175931 211942.34322541952, 983409.9449096769 211852.22431117296, 983427.515412584 211842.52223083377, 983476.8470068425 211932.6578773409, 983469.6655907631 211936.61653083563))",474,MN,722,8,455 West 24th Street,1007220008,455 West 24th Street House,LP-00687,"Borough of Manhattan Tax Map Block 722, Lot 8.",Designated,,9/15/1970,Individual Landmark,,104.0,3.0,40.7482711,-74.0029125,1009300.0,MN0401,245.627924855,2062.17615514306,Chelsea-Hudson Yards,437–459 West 24th Street,https://en.wikipedia.org/wiki/437%E2%80%93459_West_24th_Street,medium,,76.0,Residential Building
"POLYGON ((996365.574510172 221158.14664417505, 996331.0709702522 221177.28571350873, 996280.459194839 221085.82067333162, 996292.4693414271 221079.15894125402, 996314.9630628377 221066.6819320917, 996365.574510172 221158.14664417505))",473,MN,1433,37,222 East 79th Street,1014330037,"New York Public Library, Yorkville Branch",LP-00425,"Borough of Manhattan Tax Map Block 1433, Lot 37.",Designated,,1/24/1967,Individual Landmark,,108.0,5.0,40.7735941,-73.9564112,1013400.0,MN0801,287.98070853986,4124.52606338624,Upper East Side-Lenox Hill-Roosevelt Island,Yorkville Library,https://en.wikipedia.org/wiki/Yorkville_Library,medium,616.0,58.62068965517242,Library
"POLYGON ((990851.8204458356 215445.28864733875, 990594.5837555975 215587.8024699241, 990494.8070522547 215406.84351424873, 990754.9000360072 215262.54983958602, 990801.5692340136 215347.41449925303, 990798.8323628455 215348.93319700658, 990851.8204458356 215445.28864733875))",472,MN,1285,7501,611 Fifth Avenue,1012857501,Saks Fifth Avenue,LP-01523,"Borough of Manhattan Tax Map Block 1285, Lot 1.",Designated,,12/20/1984,Individual Landmark,,105.0,4.0,40.757966,-73.9768156,1010200.0,MN0502,1008.10194051235,61120.94836802557,Midtown-Times Square,Saks Fifth Avenue flagship store,https://en.wikipedia.org/wiki/Saks_Fifth_Avenue_flagship_store,medium,24078.0,69.38775510204081,Police Station
"POLYGON ((995432.6692237556 220769.4768178463, 995258.0239037573 220866.7971612513, 995207.3773515075 220775.87116201222, 995291.5960150957 220728.94015350938, 995342.1375806779 220700.77649591863, 995382.022343427 220678.55049049854, 995432.6692237556 220769.4768178463))",471,MN,1410,53,1067-1071 Lexington Avenue,1014100053,Saint Jean Baptiste Church,LP-00420,"Borough of Manhattan Tax Map Block 1410, Lot 53.",Designated,,11/19/1969,Individual Landmark,,108.0,4.0,40.7726375,-73.960033,1012800.0,MN0802,608.02113647369,20808.78429800792,Upper East Side-Carnegie Hill,St. Jean Baptiste Roman Catholic Church,https://en.wikipedia.org/wiki/St._Jean_Baptiste_Roman_Catholic_Church,medium,4250.0,73.84615384615385,Religious Site
"POLYGON ((994437.5977230966 235745.91471266747, 994368.6241077632 235574.3290978372, 994419.2903450131 235555.11653783917, 994417.6971723437 235551.04207092524, 994473.0130065978 235530.06639109552, 994474.6058511734 235534.14020183682, 994521.8157305121 235516.2380066663, 994590.3316695839 235687.99750567973, 994533.1017971784 235709.69890584052, 994539.139842838 235725.13981984556, 994501.3023200929 235739.48788826168, 994495.264930591 235724.0473023355, 994437.5977230966 235745.91471266747))",470,MN,1897,100,Riverside Drive at West 122nd Street,1018970100,General Ulysses S. Grant Tomb,LP-00900,"Borough of Manhattan Tax Map Block 1897, Lot 100.",Designated,now the General Grant National Memorial,11/25/1975,Individual Landmark,,109.0,7.0,40.8134252,-73.9630431,1021100.0,MN0901,738.94114493682,31176.61424125031,Morningside Heights,Ulysses S. Grant IV,https://en.wikipedia.org/wiki/Ulysses_S._Grant_IV,low,50190.0,66.66666666666667,Hospital
"POLYGON ((995051.0768110901 220256.3817154169, 995044.5118635893 220260.01031708717, 994993.7983823419 220167.5278905034, 995016.0155295134 220155.2106579244, 995066.7450868338 220247.7212996781, 995051.0768110901 220256.3817154169))",469,MN,1408,24,161 East 73rd Street,1014080024,161 East 73rd Street Carriage House,LP-01058,"Borough of Manhattan Tax Map Block 1408, Lot 24.",Designated,,5/13/1980,Individual Landmark,,108.0,4.0,40.7710871,-73.9610809,1012800.0,MN0802,261.78787424105,2679.78641620144,Upper East Side-Carnegie Hill,East 73rd Street Historic District,https://en.wikipedia.org/wiki/East_73rd_Street_Historic_District,medium,3645.0,63.76811594202898,Residential Building
"POLYGON ((984862.8921350092 201284.77169284225, 984847.351155594 201292.6994985044, 984839.5552394241 201270.3937688321, 984894.9412835091 201243.01029342413, 984931.2197542638 201228.27475859225, 984939.5120605081 201251.66972492635, 984918.4704359174 201259.80389501154, 984899.7214576751 201267.3347198367, 984880.9544348419 201275.9846369177, 984862.8921350092 201284.77169284225))",468,MN,236,21,149 Mulberry Street,1002360021,149 Mulberry Street House,LP-00563,"Borough of Manhattan Tax Map Block 236, Lot 21.",Designated,designated as the Stephen Van Rensselaer House,2/11/1969,Individual Landmark,,102.0,1.0,40.7190861,-73.9976948,1004100.0,MN0201,250.35360159043,2411.05511005913,SoHo-Little Italy-Hudson Square,Stephen Van Rensselaer House,https://en.wikipedia.org/wiki/Stephen_Van_Rensselaer_House,medium,569.0,52.83018867924528,Residential Building
"POLYGON ((987609.4401195943 215450.19152466953, 987498.6001181751 215511.77539101243, 987450.1205563396 215422.46618641913, 987496.5981536806 215396.6424191743, 987560.96022968 215360.88232009113, 987609.4401195943 215450.19152466953))",467,MN,1015,54,246-256 West 44th Street,1010150054,Erlanger Theater,LP-01374,"Borough of Manhattan Tax Map Block 1015, Lot 54.",Designated,now the Saint James Theater,12/15/1987,Individual Landmark,,105.0,3.0,40.7579951,-73.9881569,1011900.0,MN0502,456.83640697636,12884.60056304401,Midtown-Times Square,Hayes Theater,https://en.wikipedia.org/wiki/Hayes_Theater,medium,24708.0,68.96551724137932,Museum
"POLYGON ((995190.7648519278 232664.8539456725, 995154.7019319236 232684.79386642575, 995149.941114679 232676.10490742326, 995159.55953376 232670.78667658567, 995115.1888875961 232589.73565758765, 995273.0186244249 232502.4668032527, 995300.2160765976 232604.3350378424, 995190.7648519278 232664.8539456725))",466,MN,1867,20,Morningside Drive at West 114th Street,1018670020,Eglise de Notre Dame,LP-00301,"Borough of Manhattan Tax Map Block 1867, Lot 20.",Designated,,1/24/1967,Individual Landmark,,109.0,7.0,40.8050831,-73.9604037,1020101.0,MN0901,565.36309998066,17278.26283947216,Morningside Heights,Notre Dame,https://en.wikipedia.org/wiki/Notre_Dame,low,44860.0,66.66666666666667,School
"POLYGON ((989009.7430932522 215865.0886607617, 988926.7950964272 215911.2614686787, 988878.3230805099 215822.6904515922, 988929.2353802621 215794.64195126295, 988961.4708800912 215776.8834565878, 989009.7430932522 215865.0886607617))",465,MN,1000,49,138-146 West 48th Street,1010000049,Cort Theater,LP-01328,"Borough of Manhattan Tax Map Block 1000, Lot 49.",Designated,,11/17/1987,Individual Landmark,,105.0,4.0,40.7591336,-73.9830996,1012500.0,MN0502,391.38126257943,9565.09140684619,Midtown-Times Square,48th Street Theatre,https://en.wikipedia.org/wiki/48th_Street_Theatre,medium,1742.0,58.06451612903225,Commercial Building
"POLYGON ((987458.2271674275 207505.69068142772, 987317.5194435865 207583.49203500152, 987276.9601415098 207512.14342442155, 987396.5730912536 207445.91455425322, 987394.096062094 207441.43654483557, 987415.9864382595 207429.3161622584, 987458.2271674275 207505.69068142772))",464,MN,872,78,100-102 East 17th Street,1008720078,Tammany Hall,LP-02490,"Borough of Manhattan Tax Map Block 872, Lot 78",Designated,,10/29/2013,Individual Landmark,,105.0,2.0,40.7362376,-73.988749,1005000.0,MN0602,496.99682093901,13370.00448649715,Gramercy,Tammany Hall,https://en.wikipedia.org/wiki/Tammany_Hall,low,483088.0,100.0,Museum
"POLYGON ((982271.3500740081 200790.3448601663, 982246.948548004 200805.06924016774, 982236.1765879244 200787.15884292126, 982260.6155154258 200772.73072217405, 982271.3500740081 200790.3448601663))",463,MN,176,14,175 West Broadway,1001760014,175 West Broadway Building,LP-01725,"Borough of Manhattan Tax Map Block 176, Lot 14.",Designated,,11/12/1991,Individual Landmark,,101.0,1.0,40.7177931,-74.007204,1003300.0,MN0102,98.40754143328,590.50080325666,Tribeca-Civic Center,175 West Broadway,https://en.wikipedia.org/wiki/175_West_Broadway,medium,444.0,79.06976744186046,Commercial Building
"POLYGON ((992375.9184475094 212811.59017458558, 992316.7673190832 212844.7134679258, 992290.7631060034 212797.8188766688, 992307.8641216755 212788.24245224893, 992286.1092439294 212749.01188766956, 992328.1593566686 212725.46501874924, 992375.9184475094 212811.59017458558))",462,MN,1336,47,304 East 44th Street,1013360047,Beaux-Arts Institute of Design,LP-01667,"Borough of Manhattan Tax Map Block 1336, Lot 47.",Designated,,8/23/1988,Individual Landmark,,106.0,4.0,40.7507212,-73.9708485,1008800.0,MN0603,332.5493896217,5797.11619253578,Murray Hill-Kips Bay,Beaux-Arts Institute of Design,https://en.wikipedia.org/wiki/Beaux-Arts_Institute_of_Design,high,1904.0,100.0,Museum
"POLYGON ((992062.7199269235 230462.35080476105, 992074.1411639303 230482.89472691715, 991976.7227235883 230537.04652149975, 991960.9015610069 230518.94813250005, 992052.0001320839 230468.30945426226, 992062.7199269235 230462.35080476105))",461,MN,1889,76,294 Riverside Drive,1018890076,William and Clara Baumgarten House,LP-01618,"Borough of Manhattan Tax Map Block 1889, Lot 76.",Designated,,2/19/1991,Individual Landmark,,107.0,7.0,40.7993418,-73.9719433,1018700.0,MN0703,275.49283863394,2679.01651964043,Upper West Side-Manhattan Valley,Riverside Drive (Manhattan),https://en.wikipedia.org/wiki/Riverside_Drive_(Manhattan),low,37621.0,36.0655737704918,Residential Building
"POLYGON ((984242.8474433422 205476.20097400248, 984185.6484107524 205512.78489033878, 984174.8892459273 205496.06379517913, 984232.0889346749 205459.48053500056, 984242.8474433422 205476.20097400248))",460,MN,543,58,129 MacDougal Street,1005430058,129 MacDougal Street House,LP-02150,"Borough of Manhattan Tax Map Block 543, Lot 58.",Designated,,6/8/2004,Individual Landmark,,102.0,2.0,40.7306882,-74.0001515,1006500.0,MN0202,175.56196164206,1350.01404056289,Greenwich Village,MacDougal Street,https://en.wikipedia.org/wiki/MacDougal_Street,medium,15139.0,76.19047619047619,Residential Building
"POLYGON ((982759.2260667533 213030.15174533427, 982184.81940718 213348.6727618426, 982129.5380216688 213153.7171149999, 982660.7853187621 212859.12846533954, 982759.2260667533 213030.15174533427))",459,MN,672,1,601-625 West 26th Street,1006720001,Starrett-Lehigh Building,LP-01295,"Borough of Manhattan Tax Map Block 672, Lot 1.",Designated,,10/7/1986,Individual Landmark,,104.0,3.0,40.7515838,-74.0065544,1009902.0,MN0401,1664.24116126312,124723.6436171964,Chelsea-Hudson Yards,Starrett–Lehigh Building,https://en.wikipedia.org/wiki/Starrett%E2%80%93Lehigh_Building,high,17880.0,95.83333333333334,Residential Building
"POLYGON ((988080.368311584 218920.32402008772, 988143.8055206686 219034.7512846738, 988055.0225617588 219083.8427219242, 988001.0626959205 218986.5095832497, 987991.5853526741 218969.41512925923, 988080.368311584 218920.32402008772))",458,MN,1066,32,400-406 West 57th Street,1010660032,The Windermere,LP-02171,"Borough of Manhattan Tax Map Block 1066, Lot 32.",Designated,,6/28/2005,Individual Landmark,,104.0,6.0,40.7677854,-73.9862202,1013900.0,MN0402,464.5735133767,13273.39649645621,Hell's Kitchen,Windermere,https://en.wikipedia.org/wiki/Windermere,low,113306.0,83.33333333333334,Museum
"POLYGON ((991071.1582617611 217112.26005092263, 991027.8775084168 217136.25376933813, 990977.5439476669 217045.15782292187, 990999.3972504288 217033.04268966615, 991001.8155526668 217037.4193213433, 991023.2430032641 217025.5400800109, 991071.1582617611 217112.26005092263))",457,MN,1271,47,12-14 West 56th Street,1012710047,Harry B. and Evelina Hollins Residence,LP-01266,"Borough of Manhattan, Tax Map Block 1271, Lot 47.",Designated,"later the Calumet Club, now the Consulate General of Argentina",6/19/1984,Individual Landmark,,105.0,4.0,40.7625055,-73.975547,1010400.0,MN0502,307.12726445726,5027.91524185802,Midtown-Times Square,H. B. Hollins,https://en.wikipedia.org/wiki/H._B._Hollins,low,6418.0,47.05882352941176,Residential Building
"POLYGON ((991032.1012532562 216841.3606583327, 990990.1390668452 216864.75923359394, 990936.5263131708 216768.8578505963, 990938.2723726779 216767.88409925997, 990884.6015482545 216671.87904192507, 991042.7255758345 216583.70697417855, 991096.3967283368 216679.71170341969, 990978.4888276756 216745.4589472562, 991032.1012532562 216841.3606583327))",456,MN,1270,34,1 West 54th Street,1012700034,University Club,LP-00263,"Borough of Manhattan Tax Map Block 1270, Lot 34.",Designated,,1/11/1967,Individual Landmark,,105.0,4.0,40.7614708,-73.9756737,1010400.0,MN0502,805.80712564386,25191.72013973114,Midtown-Times Square,University Club of New York,https://en.wikipedia.org/wiki/University_Club_of_New_York,medium,41641.0,71.42857142857143,School
"POLYGON ((996767.1517910063 226358.70645301044, 996745.8768991679 226370.4915344268, 996695.2332996726 226279.13246516883, 996730.2411036789 226259.7404435873, 996780.8847031742 226351.0991847515, 996767.1517910063 226358.70645301044))",455,MN,1602,7,7 East 96th Street,1016020007,Ogden Codman House,LP-00593,"Borough of Manhattan Tax Map Block 1602, Lot 7.",Designated,now Manhattan Country School,5/25/1967,Individual Landmark,,111.0,8.0,40.7878497,-73.9549032,1016002.0,MN1101,288.9536764513,4180.36489087327,East Harlem (South),Ogden Codman House,https://en.wikipedia.org/wiki/Ogden_Codman_House,high,1079.0,100.0,Residential Building
"POLYGON ((996133.7255644202 220985.19324992597, 996121.5799194276 220991.93044117093, 996070.614470169 220899.82563850284, 996082.7686453462 220893.1038671732, 996133.7255644202 220985.19324992597))",454,MN,1432,141,216 East 78th Street,1014320141,216 East 78th Street House,LP-00985,"Borough of Manhattan Tax Map Block 1432, Lot 141.",Designated,,5/9/1978,Individual Landmark,,108.0,5.0,40.7731031,-73.9572094,1013400.0,MN0801,238.29101013583,1461.91373073907,Upper East Side-Lenox Hill-Roosevelt Island,Houses at 208–218 East 78th Street,https://en.wikipedia.org/wiki/Houses_at_208%E2%80%93218_East_78th_Street,medium,670.0,83.33333333333334,Residential Building
"POLYGON ((994432.472077176 218751.74069583416, 994387.6765630841 218776.5326410085, 994338.3167536706 218687.13813476264, 994401.0600665063 218652.55290208757, 994439.5147140026 218722.23386508226, 994450.3440886736 218741.849967584, 994432.472077176 218751.74069583416))",453,MN,1402,30,163 East 67th Street,1014020030,Park East Synagogue,LP-01056,"Borough of Manhattan Tax Map Block 1402, Lot 30.",Designated,Congregation Zichron Ephraim,1/29/1980,Individual Landmark,,108.0,4.0,40.7669899,-73.9633794,1012000.0,MN0802,347.37971418693,7310.5315631172,Upper East Side-Carnegie Hill,Park East Synagogue,https://en.wikipedia.org/wiki/Park_East_Synagogue,high,7063.0,100.0,Park
"POLYGON ((990055.549072504 218315.00305224955, 989944.2527071685 218376.13514783978, 989895.4250489175 218286.97817392647, 989989.3779450059 218235.35196484625, 989989.1965149194 218235.02027258277, 990006.7794850022 218225.35854651034, 990055.549072504 218315.00305224955))",452,MN,1010,61,182 West 58th Street,1010100061,Alwyn Court Apartments,LP-00254,"Borough of Manhattan Tax Map Block 1010, Lot 61.",Designated,,6/7/1966,Individual Landmark,,105.0,6.0,40.7658576,-73.9793326,1013700.0,MN0502,458.32763780052,12931.15570945984,Midtown-Times Square,Alwyn Court,https://en.wikipedia.org/wiki/Alwyn_Court,medium,30730.0,66.66666666666667,Residential Building
"POLYGON ((986367.4009370059 207175.40754933655, 986301.7173413336 207212.02361783385, 986227.5944580883 207079.76797683537, 986216.4471706748 207059.87890900671, 986210.3241514266 207060.85200417042, 986193.3028600067 207030.48165808618, 986265.6757467538 206990.3941398412, 986307.5096525848 207065.21091933548, 986317.8961147517 207083.56915034354, 986316.401695177 207084.41035600007, 986367.4009370059 207175.40754933655))",451,MN,571,7502,22-26 East 14th Street,1005717502,Baumann Brothers Furniture and Carpets Store,LP-02123,"Borough of Manhattan Tax Map Block 571, Lots 1101 and 1102.",Designated,,11/18/2008,Individual Landmark,,102.0,2.0,40.735118,-73.9926714,1006100.0,MN0202,586.19903043407,16272.5217710124,Greenwich Village,David and John Jardine,https://en.wikipedia.org/wiki/David_and_John_Jardine,low,395.0,36.36363636363637,Museum
