OBJECTID,Borough,Block,Lot,DESIG_ADDRESS,BBL,LM_NAME,LP_NUMBER,SITE_DESC,SITE_STATUS,LM_NAME2,DESIG_DATE,LM_TYPE,REPORT_URL,CD,Council,Latitude,Longitude,BCT2020,NTA2020,Shape_Leng,Shape_Area,Category,Neighborhood,Popularity_Tier
281,MN,812,29,1352-1362 Broadway,1008120029,Greenwich Savings Bank,LP-01766,"Borough of Manhattan Tax Map Block 812, Lot 29.",Designated,,3/3/1992,Individual Landmark,,105,4,40.7514543,-73.9871511,1010900,MN0502,576.5913977,18543.05963,Commercial,Greenwich Village,Tier 4: Neighborhood Staple
270,MN,862,25,29 East 32nd Street,1008620025,Grolier Club,LP-00597,"Borough of Manhattan Tax Map Block 862, Lot 25.",Designated,,8/18/1970,Individual Landmark,,105,4,40.7464611,-73.9832905,1007400,MN0501,262.7252757,2636.762083,Other,Greenwich Village,Tier 5: Ultra Niche / Insider Knowledge
249,MN,841,69,32 East 40th Street,1008410069,Engineers' Club Building,LP-02429,"Borough of Manhattan Tax Map Block 841, Lot 69.",Designated,,3/22/2011,Individual Landmark,,105,4,40.752667,-73.9835271,1008400,MN0502,303.4950998,5110.48959,Commercial,Upper East Side,Tier 4: Neighborhood Staple
233,MN,1260,16,37 West 44th Street,1012600016,New York Yacht Club Building,LP-01019,"Borough of Manhattan Tax Map Block 1260, Lot 16.",Designated,,9/11/1979,Individual Landmark,,105,4,40.7557161,-73.9815773,1009600,MN0502,360.225456,7960.647423,Commercial,Hell's Kitchen,Tier 4: Neighborhood Staple
215,MN,66,1,33 Liberty Street,1000660001,Federal Reserve Bank of New York,LP-00054,"Borough of Manhattan Tax Map Block 66, Lot 1.",Designated,,12/21/1965,Individual Landmark,,101,1,40.7083922,-74.0086818,1001502,MN0101,1079.702969,49292.84258,Commercial,Tribeca,Tier 4: Neighborhood Staple
211,MN,1165,7505,2100-2108 Broadway,1011657505,Central Savings Bank,LP-00856,"Borough of Manhattan Tax Map Block 1165, Lot 36.",Designated,now Apple Bank for Savings and apartments,1/28/1975,Individual Landmark,,107,6,40.7797655,-73.9812059,1015900,MN0701,641.116846,22289.94168,Commercial,Greenwich Village,Tier 4: Neighborhood Staple
210,MN,463,1,9 East 7th Street,1004630001,Metropolitan Savings Bank,LP-00183,"Borough of Manhattan Tax Map Block 463, Lot 1.",Designated,now the First Ukrainian Evangelical Pentecostal Church,11/19/1969,Individual Landmark,,103,2,40.7289339,-73.9900058,1003800,MN0303,241.7549591,3389.470296,Commercial,Tribeca,Tier 4: Neighborhood Staple
206,MN,860,16,120 Madison Avenue,1008600016,Colony Club,LP-00236,"Borough of Manhattan Tax Map Block 860, Lot 16.",Designated,now the American Academy of Dramatic Arts,5/17/1966,Individual Landmark,,105,2,40.745572,-73.9849003,1007400,MN0501,344.2772456,7258.555685,Other,Tribeca,Tier 5: Ultra Niche / Insider Knowledge
198,MN,875,70,15 Gramercy Park South,1008750070,The National Arts Club,LP-00223,"Borough of Manhattan Tax Map Block 875, Lot 70.",Designated,designated as the National Arts Club,3/15/1966,Individual Landmark,,106,2,40.7375768,-73.9868687,1005000,MN0602,507.8310278,11578.04007,Other,Tribeca,Tier 5: Ultra Niche / Insider Knowledge
197,MN,1259,54,30-32 West 44th Street,1012590054,Yale Club of New York City Building,LP-02379,"Borough of Manhattan Tax Map Block 1259, Lot 54.",Designated,now Penn Club of New York,2/9/2010,Individual Landmark,,105,4,40.7552907,-73.9817398,1009600,MN0502,307.2857395,5172.635325,Commercial,Tribeca,Tier 4: Neighborhood Staple
185,MN,470,64,124 Bowery,1004700064,Bowery Bank of New York Building,LP-02518,"Borough of Manhattan Tax Map Block 470, Lot 64",Designated,,6/26/2012,Individual Landmark,,102,1,40.7187265,-73.9950542,1004100,MN0201,309.1446641,5238.806346,Commercial,Hell's Kitchen,Tier 4: Neighborhood Staple
170,MN,844,17,31 Union Square West,1008440017,Bank of the Metropolis,LP-01537,"Borough of Manhattan Tax Map Block 844, Lot 17.",Designated,,7/12/1988,Individual Landmark,,105,2,40.7368663,-73.9911413,1005200,MN0501,612.5143178,10057.51805,Commercial,Tribeca,Tier 4: Neighborhood Staple
149,MN,755,40,Eighth Avenue at West 31st Street,1007550040,United States General Post Office,LP-00232,"Borough of Manhattan Tax Map Block 755, Lot 40.",Designated,now the James A. Farley Building,5/17/1966,Individual Landmark,,104,3,40.7515181,-73.9958385,1010300,MN0401,2532.686783,369155.6011,Commercial,Hell's Kitchen,Tier 4: Neighborhood Staple
134,MN,492,38,190 Bowery,1004920038,Germania Bank Building,LP-02162,"Borough of Manhattan Tax Map Block 492, Lot 38.",Designated,,3/29/2005,Individual Landmark,,102,1,40.721194,-73.9940727,1004300,MN0201,313.9501676,5426.676336,Commercial,Tribeca,Tier 4: Neighborhood Staple
124,MN,472,7501,240 Centre Street,1004727501,New York City Police Headquarters,LP-00999,"Borough of Manhattan Tax Map Block 472, Lot 31.",Designated,now the Police Building Apartments,9/26/1978,Individual Landmark,,102,1,40.7201593,-73.9979148,1004100,MN0201,954.044304,28965.85817,Other,Harlem,Tier 5: Ultra Niche / Insider Knowledge
120,MN,11,15,70 Broad Street,1000110015,American Bank Note Company Office Building,LP-01955,"Borough of Manhattan Tax Map Block 11, Lot 15.",Designated,,6/24/1997,Individual Landmark,,101,1,40.70481,-74.0117651,1000900,MN0101,243.8970893,3621.832499,Commercial,Harlem,Tier 4: Neighborhood Staple
117,MN,27,7502,20 Exchange Place,1000277502,City Bank-Farmers Trust Company Building,LP-01941,"Borough of Manhattan Tax Map Block 27, Lot 27.",Designated,,6/25/1996,Individual Landmark,,101,1,40.7054608,-74.0095687,1000700,MN0101,682.819169,26353.68877,Commercial,Harlem,Tier 4: Neighborhood Staple
116,MN,29,7502,1 Hanover Square,1000297502,Hanover Bank,LP-00042,"Borough of Manhattan Tax Map Block 29, Lot 33.",Designated,now India House,12/21/1965,Individual Landmark,,101,1,40.704511,-74.0098355,1000900,MN0101,395.2127536,9199.40477,Commercial,Greenwich Village,Tier 5: Ultra Niche / Insider Knowledge
115,MN,13,5,5-11 Broadway,1000130005,Bowling Green Offices Building,LP-01927,"Borough of Manhattan Tax Map Block 13, Lot 5.",Designated,,9/19/1995,Individual Landmark,,101,1,40.7052819,-74.0142719,1001300,MN0101,709.6318977,30686.04047,Commercial,Upper East Side,Tier 4: Neighborhood Staple
1529,QN,522,29,12-12 33rd Avenue,4005220029,"Barkin, Levin & Company Office Pavilion",LP-02675,"Borough of Queens Tax Map Block 522, Lot 29 in part",Designated,,12/19/2023,Individual Landmark,,401,22,40.7656219,-73.9356625,4004500,QN0105,547.5812825,18398.90097,Commercial,Jamaica,Tier 4: Neighborhood Staple
